track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,NA,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url,NA_url
nurburgring,2003-06-01,38,Audi 200 quattro - Audi,80,A7,,Closed bodywork,-,Dirk Riebensahm (D)/Christian Kohlhaas (D)/Franz Fabian,NA,NA,NA,NA,NA,Audi,200,quattro,NA,NA,Result: 80th (33 laps behind the winner)Grid: 54th (10:25.4940),80th (33 laps behind the winner)Grid: 54th (10:25.4940),finished,54,10:25.4940,33 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/200.html,https://www.racingsportscars.com/suffix/photo/Audi/200/quattro.html,NA,NA
nurburgring,2003-06-01,129,Ford Puma - Ford,81,A3,DMC Dürener Motorsportclub,-,-,Michael Braun/Nikolai von Prittwitz/Leonard Mrafko/Michael Hess (D),NA,NA,NA,NA,NA,Ford,Puma,NA,NA,NA,Result: 81st (33 laps behind the winner)Grid: 176th (11:31.8350),81st (33 laps behind the winner)Grid: 176th (11:31.8350),finished,176,11:31.8350,33 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Puma.html,NA,NA,NA
nurburgring,2003-06-01,171,BMW 318 is E36 - BMW,82,V2,,Closed bodywork,Front-engined,Wolf Silvester (D)/Friederike Moritz/Urs Schild/Thomas Dill,NA,NA,NA,NA,NA,BMW,318,is E36,NA,NA,Result: 82nd (34 laps behind the winner)Grid: 152nd (11:22.1030),82nd (34 laps behind the winner)Grid: 152nd (11:22.1030),finished,152,11:22.1030,34 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E36.html,NA,NA
nurburgring,2003-06-01,164,Seat Toledo - Seat,83,V2,Dortmunder Motorsportclub,-,-,Tom Glodde/Jürgen Stüwe/Wolfgang Lemmens,NA,NA,NA,NA,NA,Seat,Toledo,NA,NA,NA,Result: 83rd (34 laps behind the winner)Grid: 194th (11:46.1180),83rd (34 laps behind the winner)Grid: 194th (11:46.1180),finished,194,11:46.1180,34 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Seat.html,https://www.racingsportscars.com/type/photo/Seat/Toledo.html,NA,NA,NA
nurburgring,2003-06-01,158,Suzuki Swift GTi - Suzuki,84,A1,Bonnfinanz Motorsport,-,-,Oliver Rövenich (D)/Thomas Brügmann/Thomas Ambiel (D)/Alexander Roth,NA,NA,NA,NA,NA,Suzuki,Swift,GTi,NA,NA,Result: 84th (34 laps behind the winner)Grid: 215th (12:18.4360),84th (34 laps behind the winner)Grid: 215th (12:18.4360),finished,215,12:18.4360,34 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Suzuki.html,https://www.racingsportscars.com/type/photo/Suzuki/Swift.html,https://www.racingsportscars.com/suffix/photo/Suzuki/Swift/GTi.html,NA,NA
nurburgring,2003-06-01,134,Ford Puma - Ford,85,N1,,-,-,Björn Herrmann/Christian Keese/Martin Kämmerling/Frank Herrmann,NA,NA,NA,NA,NA,Ford,Puma,NA,NA,NA,Result: 85th (34 laps behind the winner)Grid: 186th (11:38.6890),85th (34 laps behind the winner)Grid: 186th (11:38.6890),finished,186,11:38.6890,34 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Puma.html,NA,NA,NA
nurburgring,2003-06-01,97,Honda Accord Type R - Honda,86,A4,,Closed bodywork,-,Kotaro Yamamoto (J)/Cyril Kalbassi (D)/Norman Starke,NA,NA,NA,NA,NA,Honda,Accord,Type R,NA,NA,Result: 86th (34 laps behind the winner)Grid: 100th (10:57.5601),86th (34 laps behind the winner)Grid: 100th (10:57.5601),finished,100,10:57.5601,34 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Accord.html,https://www.racingsportscars.com/suffix/photo/Honda/Accord/Type%20R.html,NA,NA
nurburgring,2003-06-01,96,Hyundai Coupé GK -,87,A4,AC Radevormwald e.V. im ADAC,-,-,André Kleinschmidt/Hagen Schwarze/Wolfgang Partenheimer (D)/Mark Littlejohn,NA,NA,NA,NA,NA,Hyundai,Coupé,GK,NA,NA,Result: 87th (34 laps behind the winner)Grid: 131st (11:12.5900),87th (34 laps behind the winner)Grid: 131st (11:12.5900),finished,131,11:12.5900,34 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Hyundai.html,https://www.racingsportscars.com/type/photo/Hyundai/Coup%c3%a9.html,https://www.racingsportscars.com/suffix/photo/Hyundai/Coup%c3%a9/GK.html,NA,NA
nurburgring,2003-06-01,57,Ford Focus RS - Ford,88,A6,,-,-,Stephan Wölflick (D)/Franz Esser (D)/Mark Roberts/Patrick De Schaetzen,NA,NA,NA,NA,NA,Ford,Focus,RS,NA,NA,Result: 88th (34 laps behind the winner)Grid: 93rd (10:55.8350),88th (34 laps behind the winner)Grid: 93rd (10:55.8350),finished,93,10:55.8350,34 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Focus.html,https://www.racingsportscars.com/suffix/photo/Ford/Focus/RS.html,NA,NA
nurburgring,2003-06-01,136,Renault Clio Cup - Renault,89,A3,,-,-,Claudia Roadrunner/Jens Riemer (D)/Carsten Welschar (D)/Marc Kippschull,NA,NA,NA,NA,NA,Renault,Clio,Cup,NA,NA,Result: 89th (35 laps behind the winner)Grid: 121st (11:08.2190),89th (35 laps behind the winner)Grid: 121st (11:08.2190),finished,121,11:08.2190,35 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/Cup.html,NA,NA
nurburgring,2003-06-01,89,BMW M3 E36 - BMW,90,A5,,Closed bodywork,Front-engined,Uwe Rentel/Karl-Heinz Engelsberg/Holger Fuchs (D)/Athanasios Karageorgos,NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: 90th (35 laps behind the winner)Grid: 188th (11:40.6150),90th (35 laps behind the winner)Grid: 188th (11:40.6150),finished,188,11:40.6150,35 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,66,Mini Cooper - BMW,91,A2,OK-Speed Marketing.com Hammer Sport,Closed bodywork,Front-engined,Sabine Schmitz (D)/Helmut Dähne/Jürgen Müller/Ossi Kragl,NA,NA,NA,NA,NA,Mini,Cooper,NA,NA,NA,Result: 91st (35 laps behind the winner)Grid: 175th (11:31.7220),91st (35 laps behind the winner)Grid: 175th (11:31.7220),finished,175,11:31.7220,35 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mini.html,https://www.racingsportscars.com/type/photo/Mini/Cooper.html,NA,NA,NA
nurburgring,2003-06-01,144,Honda Civic V-Tec - Honda,92,A2,Scuderia Augustusburg Brühl e.V. im ADAC,-,-,Wilhelm Feyen/Dirk Esser/Eric Freichels (D)/Michael Ecker,NA,NA,NA,NA,NA,Honda,Civic,V-Tec,NA,NA,Result: 92nd (35 laps behind the winner)Grid: 173rd (11:30.2900),92nd (35 laps behind the winner)Grid: 173rd (11:30.2900),finished,173,11:30.2900,35 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/V-Tec.html,NA,NA
nurburgring,2003-06-01,166,BMW 318 is E36 Coupe - BMW,93,V2,Saale GoKart Motorsport,Closed bodywork,Front-engined,Arnd Meier (D)/Knut Leube/Ross Buckingham (AUS)/Manfred Ahlden,NA,NA,NA,NA,NA,BMW,318,is E36 Coupe,NA,NA,Result: 93rd (36 laps behind the winner)Grid: 196th (11:46.8130),93rd (36 laps behind the winner)Grid: 196th (11:46.8130),finished,196,11:46.8130,36 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E36%20Coupe.html,NA,NA
nurburgring,2003-06-01,199,BMW M3 E36 - BMW,94,V5,MSC Rhön e.V. im AvD,Closed bodywork,Front-engined,Luigi Scalini (I)/Ernesto Saccomanno (I)/Eros Corolli (I)/Alberto Grimoldi (I),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: 94th 1st in V5 (36 laps behind the winner)Grid: 205th (12:03.5270),94th 1st in V5 (36 laps behind the winner)Grid: 205th (12:03.5270),finished,205,12:03.5270,36 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,159,Peugeot 106 Rallye - Peugeot,95,A1,Schirra Motoring,-,-,Franz Hasenstab/Nadja Hasenstab/Werner Mohr/Michael Oberdries,NA,NA,NA,NA,NA,Peugeot,106,Rallye,NA,NA,Result: 95th (36 laps behind the winner)Grid: 195th (11:46.2469),95th (36 laps behind the winner)Grid: 195th (11:46.2469),finished,195,11:46.2469,36 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Peugeot.html,https://www.racingsportscars.com/type/photo/Peugeot/106.html,https://www.racingsportscars.com/suffix/photo/Peugeot/106/Rallye.html,NA,NA
nurburgring,2003-06-01,86,Porsche 968 RS - Porsche,96,A5,,-,-,Dirk Baur/Tom Nack (D)/Bernd Albrecht (D)/Oliver Dutt (D),NA,NA,NA,NA,NA,Porsche,968,RS,NA,NA,Result: 96th (37 laps behind the winner)Grid: 58th (10:28.1689),96th (37 laps behind the winner)Grid: 58th (10:28.1689),finished,58,10:28.1689,37 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/968.html,https://www.racingsportscars.com/suffix/photo/Porsche/968/RS.html,NA,NA
nurburgring,2003-06-01,121,BMW 318 is E30 - BMW,97,A3,AC Oberhausen e.V. im ADAC,Closed bodywork,Front-engined,Rainer Oesterbeck/Rolf Mölleken/Andreas Leiendecker/Friedhelm Heidemann,NA,NA,NA,NA,NA,BMW,318,is E30,NA,NA,Result: 97th (37 laps behind the winner)Grid: 206th (12:03.5959),97th (37 laps behind the winner)Grid: 206th (12:03.5959),finished,206,12:03.5959,37 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E30.html,NA,NA
nurburgring,2003-06-01,154,Opel Corsa - Opel,98,A1,Scuderia Augustusburg Brühl e.V. im ADAC,-,-,Carola Feyen/Herbert von Danwitz (D)/Michael Klotz,NA,NA,NA,NA,NA,Opel,Corsa,NA,NA,NA,Result: 98th (37 laps behind the winner)Grid: 217th (12:28.5350),98th (37 laps behind the winner)Grid: 217th (12:28.5350),finished,217,12:28.5350,37 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Corsa.html,NA,NA,NA
nurburgring,2003-06-01,82,Jaguar S-type - Jaguar,99,A5,,-,-,Wolfgang Schuhbauer (D)/Juliane Hummelt/Michael Schmidtke/Jürgen Dick,NA,NA,NA,NA,NA,Jaguar,S-type,NA,NA,NA,Result: 99th (38 laps behind the winner)Grid: 197th (11:50.9600),99th (38 laps behind the winner)Grid: 197th (11:50.9600),finished,197,11:50.9600,38 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Jaguar.html,https://www.racingsportscars.com/type/photo/Jaguar/S-type.html,NA,NA,NA
nurburgring,2003-06-01,203,Renault Clio Blum 16V - Renault,100,N1,Team Mintgen Motorsport,-,-,Torsten Jost/Dirk Behrendt/Giselher Bertram,NA,NA,NA,NA,NA,Renault,Clio,Blum 16V,NA,NA,Result: 100th (39 laps behind the winner)Grid: 207th (12:04.2450),100th (39 laps behind the winner)Grid: 207th (12:04.2450),finished,207,12:04.2450,39 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/Blum%2016V.html,NA,NA
nurburgring,2003-06-01,81,BMW M3 E36 - BMW,101,A5,,Closed bodywork,Front-engined,Bruno Baumgartner/Paul Waser/Martin Baumgartner/Michael Tischner (D),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: 101st (39 laps behind the winner)Grid: 38th (10:17.8220),101st (39 laps behind the winner)Grid: 38th (10:17.8220),finished,38,10:17.8220,39 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,241,BMW 330d E46 - BMW TDi,102,S1,Renngemeinschaft Bergisch-Gladbach e.V. im ADAC,Closed bodywork,Front-engined,Klaus Lindlar (D)/Thomas Haider (D)/Rainer Kutsch/Marc Hiltscher (D),NA,NA,NA,NA,NA,BMW,330d,E46,NA,NA,Result: 102nd (40 laps behind the winner)Grid: 106th (11:01.8540),102nd (40 laps behind the winner)Grid: 106th (11:01.8540),finished,106,11:01.8540,40 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/330d.html,https://www.racingsportscars.com/suffix/photo/BMW/330d/E46.html,NA,NA
nurburgring,2003-06-01,169,BMW 318 is E36 - BMW,103,V2,,Closed bodywork,Front-engined,Uwe Rehfisch/Christoph Breunig/Christian Kautz (CH)/Thomas Mundorf,NA,NA,NA,NA,NA,BMW,318,is E36,NA,NA,Result: 103rd (40 laps behind the winner)Grid: 183rd (11:36.5179),103rd (40 laps behind the winner)Grid: 183rd (11:36.5179),finished,183,11:36.5179,40 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E36.html,NA,NA
nurburgring,2003-06-01,94,Opel Manta 400 - Opel,104,A4,,Closed bodywork,Front-engined,Alain Uyttenhoven/Hans Demant/Frank Klaas/Bernd Ostmann (D),NA,NA,NA,NA,NA,Opel,Manta,400,NA,NA,Result: 104th (40 laps behind the winner)Grid: 129th (11:12.2870),104th (40 laps behind the winner)Grid: 129th (11:12.2870),finished,129,11:12.2870,40 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Manta.html,https://www.racingsportscars.com/suffix/photo/Opel/Manta/400.html,NA,NA
nurburgring,2003-06-01,245,Seat Toledo TDi - Seat,105,S1,(D),-,-,Hans-Peter Rymarzik/Georg Olbrich/Heinrich Tubbesing,NA,NA,NA,NA,NA,Seat,Toledo,TDi,NA,NA,Result: 105th (41 laps behind the winner)Grid: 190th (11:43.3361),105th (41 laps behind the winner)Grid: 190th (11:43.3361),finished,190,11:43.3361,41 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Seat.html,https://www.racingsportscars.com/type/photo/Seat/Toledo.html,https://www.racingsportscars.com/suffix/photo/Seat/Toledo/TDi.html,NA,NA
nurburgring,2003-06-01,175,Ford Fiesta ST - Ford N/A,106,A2,Ford Autohaus Müller,Closed bodywork,Front-engined,Harald Hennes (D)/Philipp Stange/Marcel Wintersohl/Marc Simon (D),NA,NA,NA,NA,NA,Ford,Fiesta,ST,NA,NA,Result: 106th (41 laps behind the winner)Grid: 102nd (10:58.7130),106th (41 laps behind the winner)Grid: 102nd (10:58.7130),finished,102,10:58.7130,41 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,https://www.racingsportscars.com/suffix/photo/Ford/Fiesta/ST.html,NA,NA
nurburgring,2003-06-01,250,VW Bora R-TDi - VW TDI,107,S1,,Closed bodywork,Front-engined,Wolfgang Fischer (D)/Jens Fischer/Dieter Köll (D)/Bodo Schäfer,NA,NA,NA,NA,NA,VW,Bora,R-TDi,NA,NA,Result: 107th (41 laps behind the winner)Grid: 104th (11:00.7950),107th (41 laps behind the winner)Grid: 104th (11:00.7950),finished,104,11:00.7950,41 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Bora.html,https://www.racingsportscars.com/suffix/photo/VW/Bora/R-TDi.html,NA,NA
nurburgring,2003-06-01,132,Renault Clio RS - Renault,108,A3,,-,-,Ronny Steil/Jan van Springel/Michael Niemas/Martin Friesecke,NA,NA,NA,NA,NA,Renault,Clio,RS,NA,NA,Result: 108th (41 laps behind the winner)Grid: 123rd (11:09.3580),108th (41 laps behind the winner)Grid: 123rd (11:09.3580),finished,123,11:09.3580,41 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/RS.html,NA,NA
nurburgring,2003-06-01,32,Porsche 996 - Porsche,109,A7,,Closed bodywork,Rear-engined,Shigeo Komatsu (J)/Takashi Ooi (J)/Ryuji Koyama/Nobuteru Taniguchi (J),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: 109th (41 laps behind the winner)Grid: 31st (10:07.5080),109th (41 laps behind the winner)Grid: 31st (10:07.5080),finished,31,10:07.5080,41 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,155,Suzuki Swift GTi - Suzuki,110,A1,,-,-,Kornelius Hoffmann (D)/Iris Hoffmann/Hans Schütt/Hans-Werner Wüst,NA,NA,NA,NA,NA,Suzuki,Swift,GTi,NA,NA,Result: 110th (42 laps behind the winner)Grid: 204th (12:02.9100),110th (42 laps behind the winner)Grid: 204th (12:02.9100),finished,204,12:02.9100,42 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Suzuki.html,https://www.racingsportscars.com/type/photo/Suzuki/Swift.html,https://www.racingsportscars.com/suffix/photo/Suzuki/Swift/GTi.html,NA,NA
nurburgring,2003-06-01,231,BMW 325i E36 - BMW,111,N3,,Closed bodywork,Front-engined,Bernd Küpper (D)/Dale Crawford/Oliver Hofmann/Roland Lenden,NA,NA,NA,NA,NA,BMW,325i,E36,NA,NA,Result: 111th 1st in N3 (42 laps behind the winner)Grid: 148th (11:19.7140),111th 1st in N3 (42 laps behind the winner)Grid: 148th (11:19.7140),finished,148,11:19.7140,42 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/325i.html,https://www.racingsportscars.com/suffix/photo/BMW/325i/E36.html,NA,NA
nurburgring,2003-06-01,202,Honda Civic V-Tec - Honda,112,N1,Motorsportclub Kirchheim/Teck,-,-,Frank Herrmann/Stefan Hübenthal/Michael Nolte,NA,NA,NA,NA,NA,Honda,Civic,V-Tec,NA,NA,Result: 112th (43 laps behind the winner)Grid: 193rd (11:44.6560),112th (43 laps behind the winner)Grid: 193rd (11:44.6560),finished,193,11:44.6560,43 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/V-Tec.html,NA,NA
nurburgring,2003-06-01,78,BMW M3 E36 - BMW,113,A5,MSC Rhön e.V. im AvD,Closed bodywork,Front-engined,Ivano Giuliani (I)/Roberto Ragazzi (I)/Gianni Biava (I)/Emilio Melloni (I),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: 113th (43 laps behind the winner)Grid: 50th (10:23.3140),113th (43 laps behind the winner)Grid: 50th (10:23.3140),finished,50,10:23.3140,43 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,120,Opel Kadett E GSi - Opel,114,A3,,Closed bodywork,Front-engined,Stefan Schmelter/Peter Wichmann/Andreas Telker,NA,NA,NA,NA,NA,Opel,Kadett,E GSi,NA,NA,Result: 114th (44 laps behind the winner)Grid: 169th (11:28.3480),114th (44 laps behind the winner)Grid: 169th (11:28.3480),finished,169,11:28.3480,44 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Kadett.html,https://www.racingsportscars.com/suffix/photo/Opel/Kadett/E%20GSi.html,NA,NA
nurburgring,2003-06-01,114,Alfa Romeo 156 - Alfa Romeo,115,A3,,-,-,Giles Groombridge (GB)/Peter Cate (GB)/Gary Lucas/David Smith (GB),NA,NA,NA,NA,NA,Alfa Romeo,156,NA,NA,NA,Result: 115th (44 laps behind the winner)Grid: 211th (12:12.1560),115th (44 laps behind the winner)Grid: 211th (12:12.1560),finished,211,12:12.1560,44 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Alfa%20Romeo.html,https://www.racingsportscars.com/type/photo/Alfa%20Romeo/156.html,NA,NA,NA
nurburgring,2003-06-01,90,BMW M3 E36 - BMW,116,A5,,Closed bodywork,Front-engined,John Cowgill/Calum Lockie (GB)/Cor Euser (NL),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: 116th (44 laps behind the winner)Grid: 35th (10:11.0680),116th (44 laps behind the winner)Grid: 35th (10:11.0680),finished,35,10:11.0680,44 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,196,Honda Accord Type R - Honda,117,V4,,-,-,Karl-Heinz Teichmann (D)/Peter Kreuer/Meik Utsch (D)/Carsten Müller,NA,NA,NA,NA,NA,Honda,Accord,Type R,NA,NA,Result: 117th (46 laps behind the winner)Grid: 97th (10:56.9250),117th (46 laps behind the winner)Grid: 97th (10:56.9250),finished,97,10:56.9250,46 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Accord.html,https://www.racingsportscars.com/suffix/photo/Honda/Accord/Type%20R.html,NA,NA
nurburgring,2003-06-01,95,Mini Cooper S Works -,118,A4,,Closed bodywork,Front-engined,Paul Harvey/Karl-Heinz Kalbfell/Peter Müller,NA,NA,NA,NA,NA,Mini,Cooper,S Works,NA,NA,Result: 118th (46 laps behind the winner)Grid: 164th (11:25.4290),118th (46 laps behind the winner)Grid: 164th (11:25.4290),finished,164,11:25.4290,46 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mini.html,https://www.racingsportscars.com/type/photo/Mini/Cooper.html,https://www.racingsportscars.com/suffix/photo/Mini/Cooper/S%20Works.html,NA,NA
nurburgring,2003-06-01,153,VW Polo 16V - VW,119,A1,,-,-,Javier Planas/Adrià Matheu (E)/Pedro Escolar/Rupert Douglas-Pennant,NA,NA,NA,NA,NA,VW,Polo,16V,NA,NA,Result: 119th (47 laps behind the winner)Grid: 218th (12:30.6310),119th (47 laps behind the winner)Grid: 218th (12:30.6310),finished,218,12:30.6310,47 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Polo.html,https://www.racingsportscars.com/suffix/photo/VW/Polo/16V.html,NA,NA
