model_id,model,start_year,end_year,source_year,source_category,production_status,period_source_name,period_source_url,period_source_type,period_confidence,period_review_status,period_notes,period_reviewed_at,main_family,subfamily,lineage,generation,engine_architecture,engine_type,engine_location,seating_configuration,orientation,predecessor,predecessor_year,predecessor_relationship,successor,successor_year,successor_relationship,successor_in_dataset,alternative_predecessor,alternative_relationship,base_model,base_model_year,taxonomy_confidence,external_enrichment_required,taxonomy_notes,start_year_source,taxonomy_source,engine,displacement_cc,max_power_cv,rpm_max_power,top_speed_kmh,engine_position,engine_orientation,engine_angle_deg,compression_ratio,bore_mm,stroke_mm,weight_kg,wheelbase_mm,length_mm,width_mm,height_mm,image_url,url,description,source_origin
ferrari_1982_308_gts_quattrovalvole,308 GTS Quattrovalvole,1982,1985,1982,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,Quattrovalvole production range reported as 1982 to 1985,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,308 GTS,1977,derivative,,,,,,,308 GTS,1977,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2927,239,7000,255,rear,transverse,90,9.2,81,71,1286,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de52d27b6285a70bc7c7ff9-ferrari-308-gts-quattrovalvole-1982-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/308-gts-quattrovalvole,"As with the preceding 308 GTB and 308 GTBi models there was a targa roof version available, which was called the Ferrari 308 GTS quattrovalvole. This version is easily identifiable by the removable black roof section and the satin black triangular shaped louvres covering the glass in the sail panels.",ferrari_past_models_scraper
ferrari_1983_mondial_cabriolet,Mondial Cabriolet,1983,,1983,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined 2+2 GT,Dino GT4 / Mondial,Mid-engined V8 2+2,,V8,combustion,mid,2+2,grand tourer,Mondial Quattrovalvole,1982,derivative,,,,,,,Mondial Quattrovalvole,1982,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,2927,,5000,240,rear,transverse,90,9.2,81,71,1430,2650,4580,1790,1260,https://cdn.ferrari.com/cms/network/media/img/resize/5de6240b7953932d566aa0aa-ferrari-mondial-cabriolet-1983-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/mondial-cabriolet,"Ferrari Mondial Cabriolet: By a bit of canny engineering, Pininfarina managed to give the canvas top the same line as the coupé. In fact, it extended rearwards to include the two buttresses either side of the rear window, and Pininfarina’s clever mechanism allowed the hood to fold away neatly behind the seats.",ferrari_past_models_scraper
ferrari_1983_208_gts_turbo,208 GTS Turbo,1983,1985,1983,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,GTS Turbo introduced in 1983 and production ended in 1985,2026-07-27,Mid-engined sports car,Spider / targa,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V8,1991,220,7000,242,rear,transverse,90,7,67,71,1243,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de5218591756c07f10a921a-ferrari-208-gts-turbo-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/208-gts-turbo,"Ferrari 208 GTS Turbo: Turbocharging had taken a strong foothold in Formula 1 racing and the experience gained on the tracks soon made the leap to production with the 208 GTB Turbo, unveiled at the 1982 Turin Motor Show.",ferrari_past_models_scraper
ferrari_1984_gto,GTO,1984,1986,1984,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Limited-series halo,Big Five / halo,Ferrari halo lineage,1,V8,combustion,mid,2,halo,,,,F40,1987,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2855,400,7000,305,rear,longitudinal,90,7.6,80,71,1160,2450,4290,1910,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de62eb9b6285a70bc7cb36e-ferrari-gto-1984-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/gto,"The legendary name, the stunning styling by Pininfarina, the engine with its seemingly inexhaustible power (2.8 litres and 8 cylinders) and the widespread use of composite materials, made the Ferrari GTO the closest thing to a racing car.",ferrari_past_models_scraper
ferrari_1984_testarossa,Testarossa,1984,1991,1984,Grand Touring,discontinued,Wikipedia - Ferrari Testarossa,https://en.wikipedia.org/wiki/Ferrari_Testarossa,wikipedia,medium,reviewed,Production range reported for the original Testarossa,2026-07-27,Mid-engined 12-cylinder supercar,Berlinetta Boxer / Testarossa,Boxer / Testarossa,4,V12,combustion,mid,2,supercar,512 BBi,1981,direct,512 TR,1991,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4943,390,6300,290,rear,longitudinal,,9.3,82,78,1506,2550,4485,1976,1130,https://cdn.ferrari.com/cms/network/media/img/resize/5de63da6b6285a70bc7cb70e-ferrari-testarossa-1984-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/testarossa,The Paris Motor Show in October 1984 saw the return of the glorious Ferrari Testarossa as heir to the 512 BBi. Pininfarina’s design broke somewhat with tradition and was striking and innovative.,ferrari_past_models_scraper
ferrari_1985_412,412,1985,1989,1985,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,7,V12,combustion,front,2+2,grand tourer,400 GTi,1979,evolution,456 GT,1992,direct,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4943,340,6000,250,front,longitudinal,60,9.6,82,78,1810,2700,4810,1798,1314,https://cdn.ferrari.com/cms/network/media/img/resize/5de66046520ff40ac7218d4d-ferrari-412-1985-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/412,"The Ferrari 412 replaced the 400i and introduced a series of improvements, the most noticeable being the higher boot line, along with a deeper front spoiler to improve the car’s aerodynamics.",ferrari_past_models_scraper
ferrari_1985_3.2_mondial,3.2 Mondial,1985,1989,1985,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Mid-engined 2+2 GT,Dino GT4 / Mondial,Mid-engined V8 2+2,4,V8,combustion,mid,2+2,grand tourer,Mondial Quattrovalvole,1982,evolution,Mondial T,1989,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3186,271,7000,250,rear,transverse,90,9.8,83,74,1410,2650,4535,1795,1235,https://cdn.ferrari.com/cms/network/media/img/resize/5de681b1520ff40ac72195c7-ferrari-3-2-mondial-1985-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/3.2-mondial,"Ferrari 3.2 Mondial: The new 3.2 version of the Mondial offered a more powerful and flexible V8 that significantly improved the car’s performance. New, more efficient and elegant light clusters, a more ergonomic interior and better fit and finish completed the profile of this 2+2. It was comfortable and spacious, and offered excellent visibility for a car in its category.",ferrari_past_models_scraper
ferrari_1985_3.2_mondial_cabriolet,3.2 Mondial Cabriolet,1985,,1985,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined 2+2 GT,Dino GT4 / Mondial,Mid-engined V8 2+2,,V8,combustion,mid,2+2,grand tourer,3.2 Mondial,1985,derivative,,,,,,,3.2 Mondial,1985,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,3186,271,7000,250,rear,transverse,90,9.8,83,74,1400,2650,4535,1795,1265,https://cdn.ferrari.com/cms/network/media/img/resize/5de77496b6285a70bc7cf9fd-ferrari-3-2-mondial-cabriolet-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/3.2-mondial-cabriolet,In 1985 the Ferrari Mondial 3.2 Cabriolet was equipped with the new 3.2-litre engine. This increase in power made it an even more exclusive car than before: no rival four-seater cabriolet of similar engine size could offer comparable performance.,ferrari_past_models_scraper
ferrari_1985_328_gtb,328 GTB,1985,1989,1985,Grand Touring,discontinued,Wikipedia - Ferrari 328,https://en.wikipedia.org/wiki/Ferrari_328,wikipedia,medium,reviewed,Production range reported for the 328 family,2026-07-27,Mid-engined sports car,Berlinetta,Mid-engined V8 sports cars,2,V8,combustion,mid,2,sports car,308 GTB,1975,evolution,348 TB,1989,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3186,271,7000,263,rear,transverse,90,9.8,83,74,1263,2350,4255,1730,1128,https://cdn.ferrari.com/cms/network/media/img/resize/5de668aa91756c07f10ad613-ferrrari-328-gtb-1985-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/328-gtb,"The 308 series had won universal acclaim from both customers and critics, and its natural evolution continued with the Ferrari 328 GTB, a berlinetta fitted with the new 3.2-litre version of the V8.",ferrari_past_models_scraper
ferrari_1985_328_gts,328 GTS,1985,1989,1985,Grand Touring,discontinued,Wikipedia - Ferrari 328,https://en.wikipedia.org/wiki/Ferrari_328,wikipedia,medium,reviewed,Production range reported for the 328 family,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,328 GTB,1985,derivative,,,,,,,328 GTB,1985,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3186,271,7000,263,rear,transverse,90,9.8,83,74,1273,2350,4255,1730,1128,https://cdn.ferrari.com/cms/network/media/img/resize/5de674c2b6285a70bc7cc432-ferrari-328-gts-1985-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/328-gts,"Ferrari 328 GTS: Pininfarina paid particular attention to styling details that influenced the car’s CD and aerodynamic lift characteristics – with impressive results. Cabin ergonomics were improved and the shape of the seats revised to better suit the sporty driving style this type of car deserved. On all versions, low profile tyres and 16″ alloy wheels were available as an option.",ferrari_past_models_scraper
ferrari_1986_gtb_turbo,GTB Turbo,1986,,1986,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined sports car,Berlinetta,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V8,1991,254,6500,253,rear,transverse,90,7.5,67,71,1265,2350,4255,1730,1128,https://cdn.ferrari.com/cms/network/media/img/resize/66e7f32401fb95001148df1b-ferrari-gtb-turbo-share-1986-new?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/gtb-turbo,Ferrari GTB Turbo - 1986,ferrari_past_models_scraper
ferrari_1986_gts_turbo,GTS Turbo,1986,,1986,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined sports car,Spider / targa,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V8,1991,254,6500,253,rear,transverse,90,7.5,67,71,1275,2350,4255,1730,1128,https://cdn.ferrari.com/cms/network/media/img/resize/5de7896f7953932d566aef6a-ferrari-gtsturbo-1986-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/gts-turbo,Ferrari GTS Turbo: The convertible version of the GTB Turbo was fitted with the same engine and offered similar out-and-out performance. The body styling and cabin were the same as the 328 series and included all the latest aerodynamic and ergonomic improvements added by Pininfarina.,ferrari_past_models_scraper
ferrari_1987_f40,F40,1987,1992,1987,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Limited-series halo,Big Five / halo,Ferrari halo lineage,2,V8,combustion,mid,2,halo,GTO,1984,spiritual_successor,F50,1995,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2936,478,7000,324,rear,longitudinal,90,7.7,82,70,1100,2450,4358,1970,1124,https://cdn.ferrari.com/cms/network/media/img/resize/5de7925e520ff40ac721d0dc-ferrari-f40-1987-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f40,"The Ferrari F40 was built to celebrate Ferrari’s 40th anniversary. A very fast berlinetta designed by Pininfarina, it was built mainly from composites. Its sophisticated high-performance, turbo-charged running gear combined with a first class chassis gave it the kind of great dynamic prowess that was close to that of a racing car.",ferrari_past_models_scraper
ferrari_1987_408_4rm,408 4RM,1987,,1987,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V8,combustion,mid,race-specific,competition,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V8,4000,300,6250,,rear,longitudinal,90,9.8,93,74,1343,2550,4220,1885,1200,https://cdn.ferrari.com/cms/network/media/img/resize/5de7bb94b6285a70bc7d0c67-ferrari-408-4rm-1987-intro-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/408-4rm,"Ferrari 408 4RM: Just two prototypes of this model were built. The first, a red car, was completed June 1987 and sported chassis no. 70183, while the second, chassis no 78610, was yellow and is now exhibited in the Galleria Ferrari in Maranello.",ferrari_past_models_scraper
ferrari_1989_f40_competizione,F40 Competizione,1989,,1989,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,Competition GT,,V8,combustion,mid,race-specific,competition,F40,1987,derivative,,,,,,,F40,1987,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,2936,700,,367,rear,longitudinal,90,7.7,82,70,1040,2450,4535,1980,1150,https://cdn.ferrari.com/cms/network/media/img/resize/5de67c0791756c07f10adb1a-ferrari-f40-competizione-1989-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f40-competizione,Ferrari F40 Competizione - Thumb,ferrari_past_models_scraper
ferrari_1989_mondial_t,Mondial T,1989,1993,1989,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Mid-engined 2+2 GT,Dino GT4 / Mondial,Mid-engined V8 2+2,5,V8,combustion,mid,2+2,grand tourer,3.2 Mondial,1985,evolution,,,,,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3405,300,7200,255,rear,longitudinal,90,10.4,85,75,1426,2650,4535,1810,1235,https://cdn.ferrari.com/cms/network/media/img/resize/5de7bf807953932d566afd54-ferrari-mondial-t-1989-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/mondial-t,"The Ferrari Mondial T represented a further step forward in the evolution of this most singular Ferrari: a truly high-performance car with a mid-mounted engine and room for four. The letter ‘T’ was inspired by the F1 312 T single-seater, which had just won the Formula 1 World Championship and also used the longitudinal engine/transverse gearbox layout.",ferrari_past_models_scraper
ferrari_1989_mondial_t_cabriolet,Mondial T Cabriolet,1989,,1989,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined 2+2 GT,Dino GT4 / Mondial,Mid-engined V8 2+2,,V8,combustion,mid,2+2,grand tourer,Mondial T,1989,derivative,,,,,,,Mondial T,1989,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V8,3405,300,7200,255,rear,longitudinal,90,10.4,85,75,1468,2650,4535,1810,1235,https://cdn.ferrari.com/cms/network/media/img/resize/5de7cd74b6285a70bc7d11bd-ferrari-mondial-t-1989-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/mondial-t-cabriolet,"Ferrari Mondial T Cabriolet: The new drive-train layout with longitudinal engine and transverse gearbox, first used on the 348 TB and TS, was also fitted into the Cabriolet version of the Mondial. This new solution increased the space available in the cabin in all versions, and the cabin was also completely redesigned to improve ergonomics and comfort.",ferrari_past_models_scraper
ferrari_1989_348_tb,348 TB,1989,1993,1989,Grand Touring,discontinued,Wikipedia - Ferrari 348,https://en.wikipedia.org/wiki/Ferrari_348,wikipedia,medium,reviewed,Original tb variant replaced by the revised GTB in 1993,2026-07-27,Mid-engined sports car,Berlinetta,Mid-engined V8 sports cars,3,V8,combustion,mid,2,sports car,328 GTB,1985,direct,F355 Berlinetta,1994,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3405,300,7200,275,rear,longitudinal,90,10.4,85,75,1393,2450,4230,1894,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5de7dc547953932d566b05d3-ferrari-348-tb-1989-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/348-tb,"Heir to the 328 GTB, the Ferrari 348 TB was actually a completely new car, which offered a new interpretation of the two-seater mid-engined V8 berlinetta. The body combined styling cues from the Testarossa – along the flanks – with ones from classic models of the past (such as the front-end treatment, reminiscent of the 375 MM).",ferrari_past_models_scraper
ferrari_1989_348_ts,348 TS,1989,1993,1989,Grand Touring,discontinued,Wikipedia - Ferrari 348,https://en.wikipedia.org/wiki/Ferrari_348,wikipedia,medium,reviewed,Original ts variant replaced by the revised GTS in 1993,2026-07-27,Mid-engined sports car,Berlinetta,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,348 TB,1989,derivative,,,,,,,348 TB,1989,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3405,300,,275,rear,longitudinal,90,10.4,85,75,1393,2450,4230,1894,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5de6835db6285a70bc7cc7aa-ferrari-348-ts-1989-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/348-ts,"The convertible version of the Ferrari 348 TS, with a removable hard top, was powered by the same drive-train",ferrari_past_models_scraper
ferrari_1992_456_gt,456 GT,1992,1998,1992,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,8,V12,combustion,front,2+2,grand tourer,412,1985,direct,456M GT,1998,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,5474,442,6250,300,front,longitudinal,65,10.6,88,75,1690,2600,4730,1920,1300,https://cdn.ferrari.com/cms/network/media/img/resize/5dd518b184077c3b2432765b-ferrari-456-gt-1992-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/456-gt,The Ferrari 456 GT took the luxury 2+2 coupé theme to new heights,ferrari_past_models_scraper
ferrari_1991_512_tr,512 TR,1992,1994,1991,Grand Touring,discontinued,Wikipedia - Ferrari Testarossa,https://en.wikipedia.org/wiki/Ferrari_Testarossa,wikipedia,medium,reviewed,Introduced in 1991; production range is reported from 1992 to 1994,2026-07-27,Mid-engined 12-cylinder supercar,Berlinetta Boxer / Testarossa,Boxer / Testarossa,5,V12,combustion,mid,2,supercar,Testarossa,1984,evolution,F512 M,1994,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4943,428,6750,314,rear,longitudinal,,10,82,78,1473,2550,4480,1976,1135,https://cdn.ferrari.com/cms/network/media/img/resize/5dd5104c2cdb32285a784ef8-ferrari-512tr-1991-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/512-tr,Ferrari 512 TR: The interior was redesigned to increase comfort and ergonomics and the exterior facelift was designed to improve aerodynamics.,ferrari_past_models_scraper
ferrari_1993_348_challenge,348 Challenge,1993,1995,1993,Sports Prototype,discontinued,Ferrari 296 Challenge press kit,https://www.ferrari.com/content/dam/ferrari-fcom/old/pdf/Ferrari2029620Challenge_gbr.pdf,manufacturer_press_release,medium,reviewed,Ferrari lists the 348 Challenge as fielded from 1993 to 1995,2026-07-27,Competition derivatives,Ferrari Challenge,Ferrari Challenge,1,V8,combustion,mid,race-specific,competition,,,,F355 Challenge,1995,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3405,320,7200,,rear,longitudinal,90,10.8,85,75,1360,2450,4230,1894,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd5282ef8fc7b0aa906bcfa-ferrari-348-gt-competizione-1993-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/348-challenge,Ferrari 348 Challenge: The Ferrari Challenge debuted in 1993 and at that time included just an Italian and European series.,ferrari_past_models_scraper
ferrari_1993_348_gt_competizione,348 GT Competizione,1993,1994,1993,Sports Prototype,discontinued,Wikipedia - Ferrari 348,https://en.wikipedia.org/wiki/Ferrari_348,wikipedia,medium,reviewed,Limited competition-oriented variant produced across 1993 and 1994,2026-07-27,Competition derivatives,Competition GT,,,V8,combustion,mid,race-specific,competition,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V8,3405,320,7200,,rear,longitudinal,90,10.8,85,75,1180,2450,4230,1894,1170,https://cdn.ferrari.com/cms/network/media/img/resize/6400967b96dffd0918d19304-ferrari-348-gt-competizione-1993-thumb-past?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/348-gt-competizione,Ferrari 348 GT Competizione (1993),ferrari_past_models_scraper
ferrari_1993_348_gtb,348 GTB,1993,1995,1993,Grand Touring,discontinued,Wikipedia - Ferrari 348,https://en.wikipedia.org/wiki/Ferrari_348,wikipedia,medium,reviewed,Revised GTB variant ran through the end of 348 family production,2026-07-27,Mid-engined sports car,Berlinetta,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V8,3405,320,7200,280,rear,longitudinal,90,10.8,85,75,1370,2450,4230,1894,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd51df6f8fc7b0aa906bac3-ferrari-348-gtb-1993-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/348-gtb,"Ferrari 348 GTB: Its styling was harmonious and aerodynamically efficient, and the mid-mounted V8 engine ensured perfect weight distribution and class-beating power.",ferrari_past_models_scraper
ferrari_1993_348_gts,348 GTS,1993,1995,1993,Grand Touring,discontinued,Wikipedia - Ferrari 348,https://en.wikipedia.org/wiki/Ferrari_348,wikipedia,medium,reviewed,Revised GTS variant ran through the end of 348 family production,2026-07-27,Mid-engined sports car,Spider / targa,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V8,3405,320,7200,280,rear,longitudinal,90,10.8,85,75,1370,2450,4230,1894,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd5230484077c3b243278b8-ferrari-348-gts-1993-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/348-gts,This Ferrari 348 GTS two-seater convertible offered the same specifications as the 348 GTB,ferrari_past_models_scraper
ferrari_1993_348_spider,348 Spider,1993,1995,1993,Grand Touring,discontinued,Wikipedia - Ferrari 348,https://en.wikipedia.org/wiki/Ferrari_348,wikipedia,medium,reviewed,Spider variant ran through the end of 348 family production,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,348 TB,1989,derivative,,,,,,,348 TB,1989,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3405,320,7200,280,rear,longitudinal,90,10.8,85,75,1370,2450,4230,1894,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd5269684077c3b2432797e-ferrari-348-spider-1993-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/348-spider,Ferrari 348 Spider: The spiders built by Ferrari have always been a perfect expression of their sporting heritage.,ferrari_past_models_scraper
ferrari_1994_f512_m,F512 M,1994,1996,1994,Grand Touring,discontinued,Wikipedia - Ferrari Testarossa,https://en.wikipedia.org/wiki/Ferrari_Testarossa,wikipedia,medium,reviewed,Production continued into early 1996,2026-07-27,Mid-engined 12-cylinder supercar,Berlinetta Boxer / Testarossa,Boxer / Testarossa,6,V12,combustion,mid,2,supercar,512 TR,1991,evolution,550 Maranello,1996,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4943,441,6750,315,rear,longitudinal,,10.4,82,78,1455,2550,4480,1976,1135,https://cdn.ferrari.com/cms/network/media/img/resize/5dd66e5df8fc7b0aa906fd24-ferrari-f512-m-1994-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f512-m,"In the autumn of 1994 the Ferrari F512 M, the new version of the 512, was presented",ferrari_past_models_scraper
ferrari_1994_f355_berlinetta,F355 Berlinetta,1994,1999,1994,Grand Touring,discontinued,Ferrari - F355 Berlinetta: The Best in the World,https://www.ferrari.com/en-EN/magazine/articles/f355-berlinetta-the-best-in-the-world,manufacturer_article,high,reviewed,Ferrari states it was unveiled in 1994 and sold through 1999,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,4,V8,combustion,mid,2,sports car,348 TB,1989,evolution,360 Modena,1999,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3496,379,8250,295,rear,longitudinal,90,11,85,77,1350,2450,4250,1900,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd52a270cf6995f44de91e5-ferrari-f355-berlinetta-1994-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f355-berlinetta,"Unveiled at the 1994 Geneva Motor Show, the Ferrari F355 Berlinetta quickly became the benchmark in its class.",ferrari_past_models_scraper
ferrari_1994_f355_gts,F355 GTS,1994,1999,1994,Grand Touring,discontinued,Wikipedia - Ferrari F355,https://en.wikipedia.org/wiki/Ferrari_F355,wikipedia,medium,reviewed,Variant follows the F355 family production range,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,F355 Berlinetta,1994,derivative,,,,,,,F355 Berlinetta,1994,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,3496,379,8250,295,rear,longitudinal,90,11,85,77,1350,2450,4250,1900,1170,https://cdn.ferrari.com/cms/network/media/img/resize/5dd666a3f8fc7b0aa906fb5c-ferrari-f355-gts-1994-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f355-gts,"Along the lines of the earlier Targa top, this open version of the Ferrari F355 GTS had a hard top that could be stowed away behind the seats.",ferrari_past_models_scraper
ferrari_1994_f333_sp,333 SP,1994,,1994,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,Top-class endurance prototypes,1,V12,combustion,mid,race-specific,competition,,,,499P,2023,spiritual_successor,TRUE,,,,,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,3997,650,11000,368,rear,longitudinal,65,13,85,59,860,2740,4569,2000,1025,https://cdn.ferrari.com/cms/network/media/img/resize/5dd67a172cdb32285a7897e7-ferrari-f333-sp-1994-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/f333-sp,The F333 SP marked Ferrari’s return to the sports-prototype racing,ferrari_past_models_scraper
